Vendor Code,Name of vendor,Street,City
805111,N V JAYARATHNE,No. 83 MAWATHAWEWA,MAILAGASWEWA
805112,K M D PADMAWATHI,No. 83 PERIYAKULAMA,MAILAGASWEWA
805113,K G C KARUNASINGHE,No. 83 MAWATHAWEWA,MAILAGASWEWA
805114,S D RATHNAYAKA,No. 83 MAWATHAWEWA,MAILAGASWEWA
805115,S A I S KUMARI,No. 83 MAWATHAWEWA,MAILAGASWEWA
805116,C R S S RATHNAYAKE,No. 83 MAWATHAWEWA,MAILAGASWEWA
805117,K P S S KARUNARATHNA,No. 83 KUBUKGOLLEWA,MAHAPOTHANA
805118,W T M G SUBASINGHE,NO. 02 MADAWALAGAMA,WARAWEWA
805119,R H M P BANDARA,NO. 02 MADAWALAGAMA,WARAWEWA
805120,W T M C S KUMARI,NO. 02 MADAWALAGAMA,WARAWEWA
805121,R D PIYADASA,NO. 02 MADAWALAGAMA,WARAWEWA
805122,M S PREMADASA,NO. 02 MADAWALAGAMA,WARAWEWA
805123,K G KUMARI,NO.21 MADAWALAGAMA,WARAWEWA
805124,R D WICKRAMASINGHE,NO.213 MADAWALAGAMA,WARAWEWA
805125,R N RAJAPAKSHA,NO.75 MADAWALAGAMA,WARAWEWA
805126,W T M N SUBASINGHE,NO.75 MADAWALAGAMA,WARAWEWA
805127,R D A K RAJAPAKSHA,NO.75 MADAWALAGAMA,WARAWEWA
805128,T M NANDAWATHIE,NO.75 GALAWEWA,IHALAPULIYNKULAMA
805129,W T  M D PRIYADARSHANI,NO.75 MAHAANDARAWEWA,NAWAGATHTHEGAMA
805130,J H M SAMATHILAKA,NO.75 WELILANDA,WARAWEWA
805131,D M PUSHPALATHA,"NO,527 WELILANDA",WARAWEWA
805132,P NAWARATHNA BANDA,"NO,550 WELILANDA",WARAWEWA
805133,R D R WIMALARATHNA,"NO,550 WELILANDA",WARAWEWA
805134,T M KARUNARATHNE,"NO,550 MADAWALAGAMA",WARAWEWA
805135,W T M A JAYARATHNE,NO.229/1 MADAWALAGAMA,WARAWEWA
805136,T M B N KARUNARATHNE,NO.229/1 GALAWEWA,IHALAPULIYNKULAMA
805137,T M DANAPALA,NO.229/1 GALAWEWA,IHALAPULIYNKULAMA
805138,R H M A G RAJAKARUNA,NO.236/1 MADAWALAGAMA,WARAWEWA
805139,R H M S SUNIL WIJERATHNA,NO.233 MADAWALAGAMA,WARAWEWA
805140,R H M HERATH MUDIYANSE,NO.234 MADAWALAGAMA,WARAWEWA
805141,R D THILAKARATHNA BANDA,NO.234 MADAWALAGAMA,WARAWEWA
805142,R H M BANDARANAYAKE,NO.234 MADAWALAGAMA,WARAWEWA
805143,W T M G THENNAKOON,NO.234 MADAWALAGAMA,WARAWEWA
805144,W T M M B THENNAKOON,NO.234 MADAWALAGAMA,WARAWEWA
805145,H P C N K ATUGODA,NO.234 GURULUPITIGAMA,WARAWEWA
805146,R D N RANASINGHE,NO.234 GURULUPITIGAMA,WARAWEWA
805147,R D DHARAMADASA,NO.234 GURULUPITIGAMA,WARAWEWA
805148,D M P DISSANAYAKE,NO.234 MADAWALAGAMA,WARAWEWA
805149,W T M S KUMARASIRI,NO.234 MADAWALAGAMA,WARAWEWA
805150,W T M K PRIYADAHARSHANI,NO.234 MADAWALAGAMA,WARAWEWA
805151,T M NANDAWATHI,NO.144 GALAWEWA,IHALAPULIYNKULAMA
805152,R H M U K RAJAKARUNA,NO.144 MADAWALAGAMA,WARAWEWA
805153,K K K KODITHUWAKKU,NO.144 GURULUPITIGAMA,WARAWEWA
805154,K KARUNAWATHI,NO.144 MAHAKELEGAMA,UPULDENIYA
805155,D SENADEERA,NO.144 MAHAKELEGAMA,UPULDENIYA
805156,R M S N BANDARA,NO.33 MAHAKELEGAMA,UPULDENIYA
805157,C G C RATHNAYAKE,NO.33 MAHAKELEGAMA,UPULDENIYA
805158,M D A RATHNAYAKE,NO.33 MAHAKELEGAMA,UPULDENIYA
805159,T N THILAKARATHNA,NO.33 MAHAKELEGAMA,UPULDENIYA
805160,M H D RATHNAYAKA,NO.33 MAHAKELEGAMA,UPULDENIYA
805161,P B M P BANDARA,NO.33 MAHAKELEGAMA,UPULDENIYA
805162,R S S SAMARANAYAKE,NO.33 MAHAKELEGAMA,UPULDENIYA
805163,K PUNCHIHAMI,NO.33 USGOLLAWA,UPULDENIYA
805164,B S NALANI KUMARI,NO.33 PADIKETUWAWA,MAHAWEWA
805165,D DINADASA,NO.33 USGOLLAWA,UPULDENIYA
805166,K CHANDRADASA,NO.33 USGOLLAWA,UPULDENIYA
805167,M S NILANTHI,NO.33 MAHAKELEGAMA,UPULDENIYA
805168,S B I S C ISHTAWEERA,NO.33 MAHAKELEGAMA,UPULDENIYA
805169,R U RANASINGHE,NO.33 MAHAKELEGAMA,UPULDENIYA
805170,K S N KUMARA,NO.33 MAHAKELEGAMA,UPULDENIYA
805171,S N SIRIYALATHA,NO.33 MAHAKELEGAMA,UPULDENIYA
805172,R M M PADMA KUMARA,NO.33 IHALAKAGAMA,MARADANKADAWALA
805173,M SOMALATHA AMARAKOON,NO.33 IHALAKAGAMA,MARADANKADAWALA
805174,M A DAMAYANTHI MUTHUNAYAKA,NO.33 IHALAKAGAMA,MARADANKADAWALA
805175,K B HENNAYAKE,NO.57 KORASAGALLAWATHTHA,KEKIRAWA
805176,U ANOMA KUMARI,NO.280 PALUGASWEWA,VIJITHAPURA
805177,D A CHANDRASENA,NO.280 IHALAKAGAMA,MARADANKADAWALA
805178,K W SANJEEWANI KUMARARATHNE,NO.280 KORASAGALLAWATHTHA,KORASAGALLAKEKIRAWA
805179,D M SURANGA DISSANAYAKE,NO.280 IDUNUGALA,MARADANKADAWALA
805180,D M NIMAL DASANAYAKE,NO.432/A IHALAKAGAMA,MARADANKADAWAL
805181,D M NISHANTHA JAYASINGHE,NO.132/2 KARUNKANKULAMA,VIJITHAPURA
805182,G I C BANDARA,No. 21 PADIKETUWEWA,MAILAGASWEWA
805183,L N R SIGERA,No. 21 PADIKETUWEWA,MAILAGASWEWA
805184,R S N RATHNAYAKE,No. 21 THAMMANNAWA,MAILAGASWEWA
805185,K AMARASENA,No. 21 THAMMANNAWA,MAILAGASWEWA
805186,N W KARUNARATHNE,No. 21 THAMMANNAWA,MAILAGASWEWA
805187,J G K JAYAWARDHANA,No. 21 PADIKETUWEWA,MAILAGASWEWA
805188,R M S E BANDARA,No. 21 PADIKETUWEWA,"No. 29, THAMMANNAGAMA, MAILAGASWEWA"
805189,P NANDAWATHI,No. 21 PADIKETUWEWA,MAILAGASWEWA
805190,S K KARUNARATHNE,No. 21 PADIKETUWEWA,MAILAGASWEWA
805191,J R WIJEKUMARA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805192,A P SUBASINGHE,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805193,D N RATHNAWEERA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805194,S P RANATHUNGA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805195,M D C NANAYAKKARA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805196,M N R RUPASINGHE,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805197,P SOMASIRI,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805198,P M SOMASIRI,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805199,M H P PATHMASIRI,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805200,S BEBIYA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805201,N DANAPALA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805202,D ABEYPALA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805203,S I PREMAKANTHI,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805204,B S C BANDARA,No. 21 PADIKETUWEWA,MAHADIWLWEWA
805205,W DAYANANDA,No. 21 MAHADIWLWEWA,NAMALPURA
805206,D I WIJERATHNE,No. 21 MAHADIWLWEWA,NAMALPURA
805207,N D M NIMAL RATHNE,No. 21 MAHADIWLWEWA,NAMALPURA
805208,L UKKUMENIKA,No. 21 MAHADIWLWEWA,NAMALPURA
805209,K G S C GHANATHILAKA,No. 21 MARADANKALLA,MEGODAWEWA
805210,B S WARNASOORIYA,No. 21 MARADANKALLA,MEGODAWEWA
805211,S S RATHNAYAKE,No. 21 MARADANKALLA,MEGODAWEWA
805212,D HANSANI ROSAMALI,No. 21 MARADANKALLA,MEGODAWEWA
805213,R M R B K MANINGAMUWA,No. 21 MARADANKALLA,MEGODAWEWA
805214,I N M ILANGARATHNE,No. 21 MARADANKALLA,MEGODAWEWA
805215,R M DHARMAPALA,No. 21 MARADANKALLA,MEGODAWEWA
805216,K B PUNCHIMENIKA,No. 21 MARADANKALLA,MEGODAWEWA
805217,S CHANDRAWATHI,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805218,R M S RATHNAYAKE,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805219,J C S L JAYAWARDENE,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805220,W A NALANIPUSHPALATHA,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805221,A A G N S RATHNAYAKE,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805222,J WIJESIRI,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805223,P S N BANDARA,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805224,A A G M S RATHNAYAKE,No. 21 NEKUTUNUWEWA,SEEPPUKULAMA
805225,K V K V JAYAWARDENE,NO.370 PAHALA HOMBAWA,GALEWELA
805226,S Y G SIRIMAWATHI,NO.370 KUDA GALENBIDUUWEWA,GALENBIDUNUWEWA
805227,P M ABERATHNE BANDA,NO.370 KUDA GALENBIDUUWEWA,GALENBIDUNUWEWA
805228,P CHANDRAWATHAI,NO.370 KUDA GALENBIDUUWEWA,GALENBIDUNUWEWA
805229,S SUNIL SHANTHA,NO.370 KUDA GALENBIDUUWEWA,GALENBIDUNUWEWA
805230,N M BUDAWATHTHA,NO.370 KUDA GALENBIDUUWEWA,GALENBIDUNUWEWA
805231,N SARANAPALA,NO.128 PADIKELUWEWA,MAILAGASWEWA
805232,K JAYATHILAKA,NO.128 THAMMENNAGAMA,MAILAGASWEWA
805233,M G RATHNAYAKE,NO.168 THAMMENNAGAMA,MAILAGASWEWA
805234,G V C GUNARATHNE,NO.40 THAMMENNAGAMA,MAILAGASWEWA
805235,N K RATHNAYAKE,NO.40 THAMMENNAGAMA,MAILAGASWEWA
805236,K B E H KARUNARATHNE,NO.40 THAMMENNAGAMA,MAILAGASWEWA
805237,B H G D RENUKA,NO.40 THAMMENNAGAMA,MAILAGASWEWA
805238,N DISSANAYAKE,NO.40 PADIKETUWEWA,MAILAGASWEWA
805239,B M N RATHNAYAKE,NO.40 PULIYANKULAMA,SIWALAKULAMA
805240,M N THILAKARATHNE,NO.40 PULIYANKULAMA,SIWALAKULAMA
805241,S I C SENAVIRATHNE,NO.40 PULIYANKULAMA,SIWALAKULAMA
805242,R M T D RATHNAYAKE,NO.40 PULIYANKULAMA,MAILAGASWEWA
805243,E M K RATHNAYAKE,NO.40 PULIYANKULAMA,MAILAGASWEWA
805244,S A N M PRIYANTHA,NO.40 PULIYANKULAMA,MAILAGASWEWA
805245,K N KUMARI HERATH,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805246,A N KUMUDUNI,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805247,I N K ILANGARATHNE,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805248,B U M BANDULASENA,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805249,M RISMA,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805250,U R UPATHISSA BANDA,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805251,H L A SALAM,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805252,D N KUMARASEKARA,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805253,K KUMARASINGHE,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805254,H M J K HERATH,NO.40 HIMBUTUGOLLEWA,UPULDENIYA
805255,K PIYADASA,NO.40 HIMBUTUGOLLEWA,SENADIRIYAGAMA
805256,A I L SENANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805257,M WIMALARATHNE,NO.136 HORIVILA,PALUGASWEWA
805258,H M S S DISSANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805259,D THILAK WIMALASIRI,NO.136 HORIVILA,PALUGASWEWA
805260,T B CHANDRAWATHI,NO.136 HORIVILA,PALUGASWEWA
805261,S M S P K SENANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805262,S M U P J KUMARA,NO.136 HORIVILA,PALUGASWEWA
805263,H I H SENANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805264,K PIYASENA,NO.136 HORIVILA,PALUGASWEWA
805265,H P KUMARI,NO.136 HORIVILA,PALUGASWEWA
805266,A S D SENANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805267,A C N ABEYSINGHE,NO.136 MANKATTIYA,MEGODAWEWA
805268,R G MALKANTHI,NO.136 HORIVILA,PALUGASWEWA
805269,P K M G PIYASEELI,NO.136 HORIVILA,PALUGASWEWA
805270,S S SENANAYAKE,NO.136 HORIVILA,PALUGASWEWA
805271,G R A P WIMALASOORIYA,NO.136 HORIVILA,PALUGASWEWA
805272,K G JAYALATH,NO.136 HORIVILA,PALUGASWEWA
805273,M B A D MARASINGHE,NO.136 HORIVILA,PALUGASWEWA
805274,P G L K RANASINGHE,NO.136 HORIVILA,PALUGASWEWA
805275,D L PREMASIRI,NO.136 HORIVILA,PALUGASWEWA
805276,R THOMES,NO.136 HORIVILA,ALUTHDIULWEWA
805277,P MENDIS,NO.136 HORIVILA,ALUTHDIULWEWA
805278,P ANIL RATHNAYAKE,NO.136 HORIVILA,NITHURAGOLLEWA
805279,D S A K RATHNAYAKE,NO.136 HORIVILA,NITHURAGOLLEWA
805280,K GUNARATHNA MANIKE,NO.136 HORIVILA,ALUTHDIULWEWA
805281,N K G N WIJAYARATHNE,NO.136 HORIVILA,GETALAWA
805282,R LAPAYA,NO.136 HORIVILA,ALUTHDIULWEWA
805283,T B L BANDARA,NO.136 HORIVILA,NITHURAGOLLEWA
805284,H A THISSA BANADARA,NO.136 HORIVILA,"NO.179,GETALAWA"
805285,K SOMAWATHI,NO.136 HORIVILA,NITHURAGOLLEWA
805286,A N N RATHNAYAKE,NO.136 HORIVILA,ALUTHDIULWEWA
805287,K PEMALATHA,NO.136 HORIVILA,ALUTHDIULWEWA
805288,P S RENUKA,NO.136 HORIVILA,ALUTHDIULWEWA
805289,D D RAJAPAKSHA,NO.136 HORIVILA,ALUTHDIULWEWA
805290,K WIJERATHNE,NO.136 HORIVILA,ALUTHDIULWEWA
805291,W FRENSIS,NO.136 HORIVILA,ALUTHDIULWEWA
805292,W DISSANAYAKE,NO.136 HORIVILA,ALUTHDIULWEWA
805293,R R P W D P  DISSANAYAKE,NO.136 HORIVILA,NITHURAGOLLEWA
805294,J G K DARSHANI,NO.136 HORIVILA,NITHURUGOLLAGAMA
805295,J PALITHA RATHNAYAKE,NO.136 HORIVILA,NITHURUGOLLEGAMA
805296,A P S P SWARNALATHA,NO.136 HORIVILA,ALUTHDIULWEWA
805297,R M SARATH KUMARA,NO.136 HORIVILA,NITHURUGOLLEGAMA
805298,E G M D ABEYSINGHE,NO.136 HORIVILA,"NO.191/B,GETALAWA"
805299,K K KUMARASINGHE,NO.136 HORIVILA,ALUTHDIULWEWA
805300,M RATHNAYAKE,NO.136 HORIVILA,ALUTHDIULWEWA
805301,R DINGIRIBANDA,NO.136 HORIVILA,"NO.06,NITHULGOLLEWA"
805302,P ILANGARATHNE,NO.136 HORIVILA,ALUTHDIULWEWA
805303,H M G SUNIL,NO.136 HORIVILA,ALUTHDIULWEWA
805304,R M T B PATHIRANA,NO.09 HORIVILA,NITHURUGOLLEGAMA
805305,P H P VITHARANA,NO.09 HORIVILA,NITHURUGIOLLEGAMA
805306,K GUNAWATHI,NO.09 HORIVILA,ALUTHDIULWEWA
805307,U Y G ATHTHANAYAKE,NO.436 HORIVILA,ALUTHDIULWEWA
805308,B SOMAPALA,NO.436/B HORIVILA,ALUTHDIULWEWA
805309,A A KUMARASINGHE,NO.80 HORIVILA,GRTASLAWA
805310,K WEERAPPU,NO.80 ALUTHDIULWEWA,PARANAGAMA
805311,U G DASSANAYAKE,NO.80 ALUTHDIULWEWA,ALUTHDIULWEWA
805312,S R RANASINGHE,NO.80 ALUTHDIULWEWA,ALUTHDIULWEWA
805313,A S D ABEYRATHNE,NO.80 ALUTHDIULWEWA,ALUTHDIULWEWA
805314,S P U K RATHNAYAKE,NO. 18 ALUTHDIULWEWA,NITHURUGOLLEWA
805315,R M RANASINGHE BANDA,NO.35/B ALUTHDIULWEWA,NITHURUGOLLEGAMA
805316,D G SARARH ROOPASINGHE,NO.35/B ALUTHDIULWEWA,ALUTHDIULWEWA
805317,S A K DISSANAYAKE,NO.35/7 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805318,R A G RANJANI RAJAPAKSHA,NO.35/7 ALUTHDIULWEWA,ALUTHDIULWEWA
805319,I G JAYASUNDARA,NO.42 ALUTHDIULWEWA,RATHMALWETIYA
805320,I SHIRANI JAYALATH,NO.35/18 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805321,M G R JAYALATH,NO.578 ALUTHDIULWEWA,JANASIRIGAMA
805322,W M M M N MENIKE,NO.390 ALUTHDIULWEWA,GETALAWA
805323,K SIRIYALATHA,NO.51 ALUTHDIULWEWA,RATHMALGAHAWEWA
805324,D S M RATHNAYAKE,NO.51 ALUTHDIULWEWA,RATHMALGAHAWEWA
805325,B G W JAYALATH,NO.632 ALUTHDIULWEWA,JANASIRIGAMA
805326,P P P W M WEERASINGHE,NO.355/B ALUTHDIULWEWA,JANASIRIGAMA
805327,K G  GUNARATHNE,NO.643 ALUTHDIULWEWA,JANASIRIGAMA
805328,B D N GUNASINGHE,NO.12 ALUTHDIULWEWA,RATHMALGAHAWEWA
805329,P L G RATHNAYAKE,NO. 10 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805330,U G DAMAYANTHI,NO.341 ALUTHDIULWEWA,BKUBUKWEWA
805331,P G SUNIL WEERASINGHE,NO.621 ALUTHDIULWEWA,HURULU NIKAWEWA
805332,U G N S WEERASINGHE,NO.16 ALUTHDIULWEWA,RATHMALGAhawewa
805333,U P G A M SENAWIRATHNE,NO.597/B ALUTHDIULWEWA,JANASIRIGAMA
805334,W G P K ABEYRATHNE,NO.643/ B ALUTHDIULWEWA,JANASIRIGAMA
805335,U P G A C S SENEWIRATHNE,NO.397/B ALUTHDIULWEWA,JANASIRIGAMA
805336,N G L RUKSHAN JAYATHILAKA,NO.90 ALUTHDIULWEWA,RATHMALGAHAWEWA
805337,C M DHAMMILA SEPALI,NO.21 ALUTHDIULWEWA,DIULWEWA JUNTION
805338,T M S DILANI THENNAKOON,NO.21 ALUTHDIULWEWA,NITHURAGOLLAGAMA
805339,W A ANURA DHARMASENA,NO.08 ALUTHDIULWEWA,NITHURAGOLLAGAMA
805340,A G M P SOMATHILAKA,NO.520 ALUTHDIULWEWA,JANASIRIGAMA
805341,R JAYARATHNE,"NO.20/B, ALUTHDIULWEWA",NITHURUGOLLAGAMA
805342,R M C THILAK WIJEKOON,NO.21/B ALUTHDIULWEWA,NITHURUGOLLEGAMA
805343,W C M WITHARANA,NO.633/B ALUTHDIULWEWA,JANASIRIGAMA
805344,D SWARNATHILAKA RATHNAYAKE,NO.410 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805345,U P G A WIPALARATHNE,NO.597 ALUTHDIULWEWA,JANASIRIGAMA
805346,J P K JAYARATHNA,NO.20/B ALUTHDIULWEWA,NITHURUGOLLAGAMA
805347,K KALYANI,NO.35/27 ALUTHDIULWEWA,NITHURUGOLLAGAMA
805348,S WASANTHA KUMARA RATHNAYAKE,NO.33/B ALUTHDIULWEWA,NITHURUGOLLAGAMAA
805349,M  K G CHANDANA KUMARA,NO/36 ALUTHDIULWEWA,NITHURUGOLLAGAMA
805350,G S KUMARA RATHNAYAKE,NO.84 ALUTHDIULWEWA,RATHMALGAHAWEWA
805351,H M SEEWALI BANDARA HERATH,NO.358 ALUTHDIULWEWA,ALUTHDIULWEWA
805352,L NALANI BANDULA,"NO.418, ALUTHDIULWEWA",ALUTHDIULWEWA
805353,I SUNDARAPALA,"NO.428, ALUTHDIULWEWA",ALUTHDIULWEWA
805354,H M ARIYASENA,NO.404 ALUTHDIULWEWA,ALUTHDIULWEWA
805355,W G CHALE,NO.350/B ALUTHDIULWEWA,GETALAWA
805356,H S UDAYANI SUMATHIPALA,NO.350/B ALUTHDIULWEWA,ALUTHDIULWEWA
805357,H M A G S P BANDARA,NO.350/B ALUTHDIULWEWA,ALUTHDIULWEWA
805358,W N CHAMARA SAMPATH,NO.350/B ALUTHDIULWEWA,ALUTHDIULWEWA
805359,S M N HEWAWITHARANA,NO.428 ALUTHDIULWEWA,ALUTHDIULWEWA
805360,W G SUBASINGHE,NO.35/10 ALUTHDIULWEWA,ALUTHDIULWEWA
805361,S P G SEETHA IRANGANI,NO.60/B ALUTHDIULWEWA,ALUTHDIULWEWA
805362,R M S RATHNAYAKE,NO.246 ALUTHDIULWEWA,PUBUDUGAMA
805363,C S S  CHANDRASENA,NO.246 ALUTHDIULWEWA,ALUTHDIULWEWA
805364,K S N K RARHNAYAKE,NO.20/35 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805365,K S P RATHNAYAKE,NO.20/35 ALUTHDIULWEWA,NITHURUGOLLEGAMA
805366,C M M BANDULA,NO.20/35 ALUTHDIULWEWA,MAILAGASWEWA
805367,D K S M T KUMARIHAMI,NO.77 ALUTHDIULWEWA,MAILAGASWEWA
805368,R M D L RATHNAYAKE,NO.29 ALUTHDIULWEWA,MAILAGASWEWA
805369,S KUDABANDA,NO.84 ALUTHDIULWEWA,MAILAGASWEWA
805370,S N S SOMAPALA,NO.42 ALUTHDIULWEWA,MAILAGASWEWA
805371,H KUMARASINGHE,NO.136 ALUTHDIULWEWA,MAILAGASWEWA
805372,R M S N A RATHNAYAKE,NO.70 ALUTHDIULWEWA,MAILAGASWEWA
805373,R M U G N D RATHNAYAKE,NO.32 ALUTHDIULWEWA,MAILAGASWEWA
805374,L A N R THILAKA,NO.137 ALUTHDIULWEWA,MAILAGASWEWA
805375,A N D WIJETHUNGA,NO.64 ALUTHDIULWEWA,MAILAGASWEWA
805376,S P Y WINODANI SUSIRIPALA,NO.64 ALUTHDIULWEWA,MAILAGASWEWA
805377,G LEELAWATHI,NO.130 ALUTHDIULWEWA,MAILAGASWEWA
805378,H DAYANANDA,NO.132 ALUTHDIULWEWA,MAILAGASWEWA
805379,K GHANALATHA,NO.135 ALUTHDIULWEWA,MAILAGASWEWA
805380,S P A I PUSHPALATHA,NO.112 ALUTHDIULWEWA,MAILAGASWEWA
805381,D G G N C NISSANKA,NO.128 ALUTHDIULWEWA,MAILAGASWEWA
805382,G  E I S EKANAYAKE,NO.104 ALUTHDIULWEWA,MAILAGASWEWA
805383,W S M JAYAWICKRAMA,NO.131 ALUTHDIULWEWA,MAILAGASWEWA
805384,W S PREMALATHA,NO.134 ALUTHDIULWEWA,MAILAGASWEWA
805385,A PATHMAWATHI,NO.81 ALUTHDIULWEWA,MAILAGASWEWA
805386,K G M A WEERASINGHE,NO.67 ALUTHDIULWEWA,MAILAGASWEWA
805387,I P S GUNATHUNGA,NO.64 ALUTHDIULWEWA,MAILAGASWEWA
805388,W G T MADUWANTHI JINADASA,NO.109 ALUTHDIULWEWA,KUAGALENDIDUNUWEWA
805389,K B U KUMARA,NO.85 ALUTHDIULWEWA,KUAGALENDIDUNUWEWA
805390,J WELAGEDARA,NO.10 ALUTHDIULWEWA,KUAGALENDIDUNUWEWA
805391,A M S D BASNAYAKE,NO.18 ALUTHDIULWEWA,MAILAGASWEWA
805392,A A R T SANDAMALI,NO.92 ALUTHDIULWEWA,MAILAGASWEWA
805393,B A S BANDARA,NO.31 ALUTHDIULWEWA,MAILAGASWEWA
805394,C S CHANDRAPALA,NO.125 ALUTHDIULWEWA,MAILAGASWEWA
805395,R RATHNAYAKE,NO.65 ALUTHDIULWEWA,MAILAGASWEWA
805396,S I S PUSHPALATHA,NO.102 ALUTHDIULWEWA,SIYAMBALAWEWA
805397,R SUBASINGHE,NO.92 ALUTHDIULWEWA,SIYAMBALAWEWA
805398,K G J S WIJETHUNGA,NO.108 ALUTHDIULWEWA,SIYAMBALAWEWA
805399,P R B H P BANDARA,NO.108 ALUTHDIULWEWA,MAHAKELEGAMA
805400,S A P SENARATHNE,NO.10 ALUTHDIULWEWA,KUDAGALENBIDUNUWEWA
805401,R  R P W K S RATHNATHILAKA,NO.408/B ALUTHDIULWEWA,JANASIRIGAMA
805402,T H G S C PREMAKUMARI,NO.408/B WELANEGAMA,UPULADENIYA
805403,D M W DISSANAYAKE,NO.20 WELANEGAMA,MAILAGASWEWA
805404,R M P R RATHNAYAKE,NO.03 WELANEGAMA,MAILAGASWEWA
805405,A R FAWAS,NO.03 NERIYAKULAM,VAVUNIYA
805406,A RAHEEM FAYIS,NO.03 NERIYAKULAM,VAVUNIYA
805407,A U UVAIS,NO.03 NERIYAKULAM,VAVUNIYA
805408,A W JATEEN,NO.03 NERIYAKULAM,VAVUNIYA
805409,A R M FAHIM,NO.03 NERIYAKULAM,VAVUNIYA
805410,M HAIDER,NO.03 NERIYAKULAM,VAVUNIYA
805411,M K UMMA,NO.03 NERIYAKULAM,VAVUNIYA
805412,N SANPURA,NO.03 NERIYAKULAM,VAVUNIYA
805413,B ASMILA,NO.03 NERIYAKULAM,VAVUNIYA
805414,A C MADEEN,NO.03 NERIYAKULAM,VAVUNIYA
805415,N ALAHUDEEN,NO.03 NERIYAKULAM,VAVUNIYA
805416,N RAHUMANIYA,NO.03 NERIYAKULAM,VAVUNIYA
805417,S H M JALEEL,NO.03 NERIYAKULAM,VAVUNIYA
805418,A A A MAHIR,NO.03 NERIYAKULAM,VAVUNIYA
805419,N AIYUBOO,NO.03 NERIYAKULAM,VAVUNIYA
805420,A YANOONA,NO.03 NERIYAKULAM,VAVUNIYA
805421,M S ANWAR,NO.03 NERIYAKULAM,VAVUNIYA
805422,A W M JASEER,NO.03 NERIYAKULAM,VAVUNIYA
805423,A FAREENA,NO.03 NERIYAKULAM,VAVUNIYA
805424,M S JUNAIDEEN,NO.03 NERIYAKULAM,VAVUNIYA
805425,P DARMAWIKRAMA,NO.03 NADUNKULAMA,VAVUNIYA
805426,P H M HERATH,37/77 GALKULAMA,ANURADAPURA
805427,W WIKRAMAPALA,37/77 NADUNKULAMA,VAVUNIYA
805428,W R WIKRAMASINGHA,37/77 NADUNKULAMA,VAVUNIYA
805429,D K DARMASENA,37/77 AMBALANGODALLA,VAVNIYAVA
805430,K MAITHRISENA,37/77 PUDUBULANKULAMA,VAVNIYAVA
805431,H A SAMARASINGHA,37/77 ALAGALLA,VAVNIYAWA
805432,P SAMARADASA,37/77 ALAGALLA,VAVNIYAWA
805433,G S CHANDRASENA,37/77 ALAGALLA,VAVNIYAWA
805434,S SIRISENA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805435,K D K KARUNARATHNA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805436,G SOMALATHA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805437,V K PREMASINGHA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805438,G A M R MANIKE,37/77 PUDUBULANKULAMA,VAVNIYAVA
805439,D M D N GUNASEKARA,37/77 MADUKANDA,VAVNIYAVA
